chief_complaint_id,n_body_areas,body_areas_list,n_symptoms,symptoms_list,n_diff_dx,diff_dx_list
74,1.0,Abdomen,1.0,Pelvic pain,15.0,"Bacterial vaginosis (vaginal infection),Ectopic pregnancy (tubal pregnancy),Endometriosis (uterine tissue outside the uterus),Fibroid (uterine muscle tumor),Herpes vulvovaginitis (viral infection of the vagina),Interstitial cystitis (bladder inflammation),Irritable bowel syndrome (IBS, chronic intestinal pain and cramping),Mittelschmerz (ovulation pain),Ovarian cyst (female organ fluid collection),Ovarian torsion (twisting of the ovary),Pelvic inflammatory disease (PID, female reproductive organ infection),Primary dysmenorrhea (painful menstruation),Secondary dysmenorrhea (painful menstruation),Tubo ovarian abscess (pelvic abscess),Fallopian tube cancer"
75,1.0,Pelvis,1.0,Penile discharge,9.0,"Chlamydia trachomatis infection (STD),Neisseria gonorrhea infection (sexually transmitted disease),Herpes simplex infection (viral infection),Mycoplasma genitalium (sexually transmitted disease),Sexually transmitted disease (STD),Trichomonas vaginalis infection (vaginal infection),Ureaplasma urealyticum infection (genital infection),Balanitis (penis swelling),Urethritis (infection of urethra)"
76,1.0,Pelvis,1.0,Penis pain,6.0,"Genital herpes (HSV type 2 infection),Balanitis (penis swelling),Penis carcinoma (tumor),Priapism (persistent erection),Paraphimosis,Peyronie's disease (abnormal curvature of the penis)"
77,1.0,Other,1.0,Poisoning,23.0,"Tylenol (acetaminophen) overdose,Amphetamine overdose,Antidepressant overdose,Aspirin (salicylates) overdose,Beta blocker overdose (blood pressure medication overdose),Benzodiazepine (Valium) overdose,Calcium channel blocker overdose (blood pressure medication overdose),Carbon monoxide poisoning (odorless, poisonous gas),Chlorine bleach ingestion,Cocaine overdose,Unisom overdose (doxylamine overdose),Benadryl (diphenhydramine) overdose,Nonsteroidal anti-inflammatory drug overdose (Motrin, Advil),Iron overdose,Insulin overdose,Rubbing (isopropyl) alcohol overdose,Lead overdose (lead poisoning),Narcotic (morphine, heroin) overdose,Pesticide poisoning (organophosphate poisoning),Radiator fluid (ethylene glycol) poisoning,Warfarin (Coumadin, Jantoven) overdose,Windshield wiper fluid (Methanol) poisoning,Anticholinergic overdose"
78,2.0,"Pelvis,Abdomen",1.0,Pregnancy problem,11.0,"Acute fatty liver of pregnancy,Ectopic pregnancy (tubal pregnancy),False pregnancy,Gestational diabetes (diabetes during pregnancy),Gestational hypertension (high blood pressure in pregnancy),Molar pregnancy (gestational trophoblastic disease, pregnancy-related tumor),Hemorrhage of pregnancy (vaginal bleeding during pregnancy),Hyperemesis gravidarum (severe vomiting in pregnancy),Intrahepatic cholestasis of pregnancy (liver disorder in pregnancy),Multiple pregnancy (twins, triplets, etc),Preeclampsia (toxemia of pregnancy)"
79,1.0,Head,1.0,Psychiatric problem,25.0,"Adjustment disorder (poor adjustment to life stressor),Anorexia nervosa (eating disorder),Anxiety disorder (generalized anxiety disorder, GAD),Bipolar disorder (manic depressive disorder),Body dysmorphic disorder (body appearance obsession),Bulimia nervosa (binge eating, vomiting),Drug overuse,Functional disorders (psychogenic illness),Hyperventilation (rapid breathing),Intravenous drug abuse (IVDA),Munchausen syndrome (fabricated illness),Munchausen syndrome by proxy (fabricated illness in a dependent),Obsessive compulsive disorder (OCD, anxiety disorder),Panic disorder,Personality disorder (unhealthy patterns of thinking and behavior),Insomnia (difficulty sleeping),Puerperal psychosis (loss of contact with reality after birth),Schizoaffective disorder (features of schizophrenia and mood disorder),Schizophrenia (chronic impaired reality perception),Seasonal affective disorder (intermittent seasonal depression),Self-inflicted injury,Suicide,Post-traumatic stress disorder (PTSD),Primary affective disorder (depression),Puerperal depression (depression after giving birth)"
8,2.0,"Skin,Other",4.0,"Bleeding tendency,Easy bruising,Spontaneous bleeding,Bruising",18.0,"Aplastic anemia (bone marrow failure),Dengue fever (tropical mosquito borne illness),Disseminated intravascular coagulation (DIC, abnormality of blood clotting),Hemophilia (inherited bleeding disorder),Leukemia (blood cell cancer),Low platelets (thrombocytopenia),Measles (viral disease with typical rash),Mumps (viral infection involving salivary glands),Myelodysplastic syndrome (bone marrow failure),Renal failure, acute (sudden kidney failure),Waldenström macroglobulinemia (blood cell disease),Warfarin (Coumadin) use,Foot sprain,Shoulder sprain,Wrist sprain,Broken jaw (mandible fracture),Von Willebrand's disease,Scurvy (vitamin C deficiency)"
80,,,1.0,Puncture wound,15.0,"Puncture wound, ankle,Puncture wound, arm,Puncture wound, ear,Puncture wound, eyelid,Puncture wound, face,Puncture wound, finger,Puncture wound, foot,Puncture wound, hand,Puncture wound, knee,Puncture wound, leg,Puncture wound, lip,Puncture wound, mouth,Puncture wound, scalp,Puncture wound, skin,Puncture wound, toe"
81,10.0,"Arms,Back,Shoulder,Feet,Hips,Neck,Hands,Legs,Chest,Lower Back",2.0,"Rash,Skin rash",62.0,"Allergic reaction,Candida albicans (yeast infection),Contact dermatitis (contact skin irritation),Drug reaction,Lupus (systemic lupus erythematosus, SLE),Pityriasis rosea (inflammatory skin rash),Urticaria (hives),Vitiligo (loss of skin pigment),Acne (pimples),Atopic dermatitis (eczema),Psoriasis (scaly skin disease),Cellulitis (skin infection),Fifth disease (erythema infectiosum, viral illness),Impetigo (bacterial skin infection),Jaundice (yellow skin color),Head lice,Body lice,Erysipelas (bacterial skin infection),Melanoma (skin cancer),Abrasions (scrapes),Bacterial vaginosis (vaginal infection),Cervical cancer (tumor),Poison ivy (poison oak, poison sumac),Genital herpes (HSV type 2 infection),Heat rash,Henoch Schönlein purpura (blood vessel inflammation),Herpes simplex infection (viral infection),Lichen planus (chronic skin inflammation),Lyme disease (bacterial infection from ticks),Lymphangitis (lymph tissue inflammation),Mastitis (breast infection inflammation),Sebaceous cyst (sac under the skin),Shingles (herpes zoster),Insect bite,Tinea (fungal skin infection),Vaginitis (vaginal infection inflammation),Vasculitis (inflammation of the arteries),Viral infections,Endocarditis (heart valve infection),Chicken pox (varicella virus),Staphylococcus aureus (type of bacteria),Ringworm of the scalp (tinea capitis),Ringworm of the body (tinea corporis),Scabies (skin disease caused by mites),Carbuncle,Common warts,Sunburn,Vaginal yeast (fungal) infection,Sarcoidosis (inflammatory disease),Angioedema (swelling of skin, lips, eyes),Scleroderma (progressive hardening of soft tissue),Medication reaction,Athlete's foot (tinea pedis),Hidradenitis suppurativa (chronic collections of pus),Chronic venous insufficiency (weakened leg veins),Food allergy,Langerhans cell histiocytosis (Histiocytosis X),Polyarteritis Nodosa (PAN),Yaws,Amyloidosis,Pemphigoid,Cradle cap (infant scalp rash)"
82,2.0,"Buttock/Rectum,Lower Back",1.0,Rectal pain,18.0,"Bacterial dysentery (bacterial infection of the intestines),Chlamydia trachomatis infection (STD),Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation),Entamoeba histolytica infection (ameba infection),Foreign body (object originating outside the body),Hemorrhoid (enlarged rectal veins),Herpes simplex infection (viral infection),Neisseria gonorrhea infection (sexually transmitted disease),Rectal abscess (collection of pus in the rectum),Rectal cancer (tumor),Rectal impaction (collection of pus in the rectum),Rectal prolapse (rectal protrusion),Rectal ulcer,Ulcerative colitis (large intestine inflammation),Pruritus ani (anal itching),Pilonidal cyst (fluid filled sac on tailbone),Rectocele,Anal fistula"
83,,,1.0,Rectal swelling,7.0,"Foreign body (object originating outside the body),Hemorrhoid (enlarged rectal veins),Rectal abscess (collection of pus in the rectum),Rectal cancer (tumor),Rectal impaction (collection of pus in the rectum),Rectal prolapse (rectal protrusion),Pilonidal cyst (fluid filled sac on tailbone)"
84,1.0,Ear	Nose,,,14.0,"Adenoiditis (a type of lymph node inflammation),Allergic rhinitis (allergic reaction in the nose),Common cold (upper respiratory infection),Head injury,Nasal polyps (growths),Rhinovirus infection (common cold),Skull fracture (broken bone),Upper respiratory tract infection (URI, common cold),Wegener's granulomatosis (granulomatosis with polyangiitis,  blood vessel disease),Sinusitis (sinus infection),Nasal foreign body (unnatural object in the nose),Influenza (seasonal flu),Swine Flu (H1N1 Influenza),Rhinitis (nasal inflammation)"
85,1.0,Pelvis,2.0,"Scrotal pain,Testicle pain",10.0,"Inflammation of testicular tubes (epididymitis),Hydrocele (fluid collection near the testicle),Inguinal hernia (groin hernia),Kidney stone (nephrolithiasis),Mumps (viral infection involving salivary glands),Orchitis (inflammation of the testicles),Scrotal hematoma (collection of blood in skin around testicles),Testicular cancer (tumor),Testicular torsion (twisting of testicle),Varicocele (testicular vein enlargement)"
86,1.0,Pelvis,1.0,Scrotal swelling,12.0,"Epidermal cyst,Inflammation of testicular tubes (epididymitis),Hematocele (collection of blood around testicle),Hydrocele (fluid collection near the testicle),Inguinal hernia (groin hernia),Mumps (viral infection involving salivary glands),Orchitis (inflammation of the testicles),Scrotal hematoma (collection of blood in skin around testicles),Spermatocele (sperm-filled epididymal cyst),Testicular cancer (tumor),Testicular torsion (twisting of testicle),Varicocele (testicular vein enlargement)"
87,2.0,"Head,Other",2.0,"Seizure,Convulsions",39.0,"Alcohol withdrawal syndrome (mild),Brain tumor (cancer of the brain),Carbon monoxide poisoning (odorless, poisonous gas),Cerebral vascular accident (stroke),Concussion,Drug reaction,Encephalitis (brain infection),Epidural hematoma (bleeding around brain or spine),Febrile seizure (convulsion in child with a fever),Hypocalcemia (low blood calcium),Hypoglycemia (low blood sugar),Hyponatremia (low blood sodium),Lupus (systemic lupus erythematosus, SLE),Meningitis (spinal fluid infection),Multiple sclerosis (MS),Overdose,Poisoning,Renal failure, chronic (ongoing kidney failure),Respiratory failure (breathing failure, ARDS),Sickle cell crisis (complication of sickle cell disease),Subdural hematoma (bleeding on brain),West Nile virus infection (mosquito-transmitted illness),Sagittal sinus thrombosis (venous blood clot in the brain),Cerebral aneurysm (brain artery dilation),HIV AIDS (Human Immunodeficiency Virus, Acquired Immune Deficiency Syndrome),Neurofibromatosis (inherited nerve tumors),Thrombotic thrombocytopenia purpura (TTP, rare blood disorder),Myxedema coma (severely low thyroid hormone),Tape worm infection,Generalized seizure disorder (generalized epilepsy),Seizure (abnormal brain electrical activity),Familial dysautonomia (genetic disorder),Fragile X syndrome (genetic disorder),Hemorrhagic stroke (CVA, cerebrovascular accident),Phenylketonuria (PKU),Tay-Sachs disease,Conversion disorder,Focal seizure (partial seizure),Drug withdrawal syndrome"
88,1.0,Chest,2.0,"Shortness of breath,Out of breath",74.0,"Asthma,Atypical pneumonia (lung infection),Bronchiectasis (bronchial tube inflammatory damage),Bronchiolitis (bronchial tube inflammation),Chronic obstructive pulmonary disease (COPD, emphysema),Congestive heart failure (CHF),Fat embolism (blood clot from fat),Myocardial infarction (heart attack),Pleural effusion (abnormal chest fluid),Pneumonia (lung infection),Pneumothorax (collapse of lung),Pulmonary edema (fluid build-up in the lungs),Pulmonary fibrosis (lung scarring),Smoke inhalation,Pulmonary embolism (blood clot in the lungs),Anaphylaxis (severe/life threatening allergic reaction),Endocarditis (heart valve infection),Q fever (flu-like bacterial illness),Broken heart syndrome (Takotsubo cardiomyopathy),Valvular heart disease (abnormal heart valves),Aortic regurgitation (leaking heart valve),Mitral stenosis (tight heart valve),Mitral regurgitation (leaking heart valve),Lung cancer (tumor),Lung abscess (collection of pus),Bronchitis (bronchial tube infection),Allergic reaction,Anemia (low red blood cell count),Anxiety disorder (generalized anxiety disorder, GAD),Arrhythmia (abnormal heart rhythm),Atrial fibrillation (irregular heart rate),Bradycardia (slow heart rate),Cardiomyopathy (weakened heart),Heat exhaustion,Hypertrophic cardiomyopathy (thickened heart muscle),Hyperventilation (rapid breathing),Hypoxia (lack of oxygen),Influenza (seasonal flu),Mitral valve prolapse (abnormal heart valve),Panic disorder,Pharyngitis (throat infection),Renal failure, chronic (ongoing kidney failure),Sepsis (serious blood infection),Sinusitis (sinus infection),Stress,Tonsillitis (tonsil infection),Unstable angina (pre heart attack chest pain),Upper respiratory tract infection (URI, common cold),Viral infections,Sleep apnea (chronic sleep disruption),Ascites (fluid in the abdomen),Congenital heart disease (heart defect at birth),Emphysema (COPD, lung disease),Sarcoidosis (inflammatory disease),Coronary artery disease (CAD, heart disease),Obesity,Loffler's syndrome (pulmonary eosinophilia, lung inflammation),Aspiration pneumonia (lung inflammation or infection),Familial dysautonomia (genetic disorder),Food allergy,Friedreich's Ataxia (genetic disorder),Langerhans cell histiocytosis (Histiocytosis X),Large cell lung cancer,Malignant Mesothelioma,Polyarteritis Nodosa (PAN),Post-polio syndrome,Squamous cell lung cancer,Amyloidosis,Hypoparathyroidism,Supraventricular tachycardia (SVT),Thyroid cyst,Beriberi (thiamine (vitamin B1) deficiency),Pancytopenia,Cardiomegaly (enlarged heart)"
89,1.0,Shoulder,1.0,Shoulder ache or pain,19.0,"Bursitis (inflammation of joint cushion),Cholelithiasis (gallstones),Ectopic pregnancy (tubal pregnancy),Humerus fracture (broken upper arm),Impingement syndrome of shoulder (bone rubs again tendon, bursa),Myocardial infarction (heart attack),Pancoast syndrome (apical lung tumor),Rotator cuff syndrome (shoulder injury),Shoulder joint dislocation (dislocated shoulder),Frozen shoulder (adhesive capsulitis of shoulder),Brachial plexus injury (shoulder nerve injury),Clavicle fracture (broken collar bone),Necrotizing fasciitis (life-threatening infection),Contusion (bruise, ecchymosis),Muscle strain (pulled muscle),Herniated disc (slipped disc, ruptured disc),Bone cancer (bone tumor),Sarcoma (soft tissue cancer),Shoulder sprain"
9,3.0,"Abdomen,Other,Head",2.0,"Blood in vomit,Vomiting blood",24.0,"Nose bleed (epistaxis),Esophageal varices (dilation of esophageal veins),Gastritis (stomach inflammation),Hemoptysis (coughing blood),Henoch Schönlein purpura (blood vessel inflammation),Intestinal volvulus (twisting of intestine),Intussusception (telescoping intestine),Kaposi Sarcoma (type of cancer),Mallory Weiss syndrome (esophageal tear),Small bowel lymphoma (intestinal lymph node cancer),Nonsteroidal anti-inflammatory drug overdose (Motrin, Advil),Tonsillitis (tonsil infection),Cirrhosis (liver failure and scarring),Stomach cancer (gastric cancer),Alcoholism,Esophageal cancer (tumor),Esophagitis (esophageal inflammation),Gastroenteritis (intestinal infection),Gastroesophageal reflux (GERD, heartburn),Gastrointestinal bleeding (stomach, intestine bleeding),Hiatal hernia (stomach pushes through diaphragm),Malabsorption syndrome (abnormal intestinal digestion),Thrombocytopenia (low platelet count),Warfarin (Coumadin, Jantoven) overdose"
